"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"BPH","BPH ENERGY LTD","Financial Services","06/08/2004",46166713
"BPM","BPM MINERALS LIMITED","Materials","30/12/2020",5343749
"BPP","BABYLON PUMP & POWER LIMITED","Capital Goods","13/12/1996",9918726
"BPT","BEACH ENERGY LIMITED","Energy","30/06/1972",3330747138
"BRG","BREVILLE GROUP LIMITED","Consumer Durables & Apparel","25/05/1999",3522526547
"BRI","BIG RIVER INDUSTRIES LIMITED","Materials","01/05/2017",174621157
"BRK","BROOKSIDE ENERGY LIMITED","Energy","31/10/2005",60174548
"BRL","BATHURST RESOURCES LIMITED.","Materials","21/06/2013",181791791
"BRN","BRAINCHIP HOLDINGS LTD","Software & Services","09/11/2011",325046643
"BRU","BURU ENERGY LIMITED","Energy","01/09/2008",76722214
"BRX","BELARAROX LIMITED","Materials","28/01/2022",22761247
"BSA","BSA LIMITED","Commercial & Professional Services","15/11/1999",42935298
"BSE","BASE RESOURCES LIMITED","Materials","02/10/2008",141361422
"BSL","BLUESCOPE STEEL LIMITED","Materials","15/07/2002",9445140978
"BSN","BASIN ENERGY LIMITED","Energy","04/10/2022",10434962
"BSX","BLACKSTONE MINERALS LIMITED","Materials","23/01/2017",33158224
"BTC","BTC HEALTH LTD","Not Applic","29/08/2000",17826782
"BTE","BOTALA ENERGY LTD","Energy","14/07/2022",14608711
"BTH","BIGTINCAN HOLDINGS LIMITED","Software & Services","24/03/2017",97160494
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","Financial Services","21/11/2014",175575003
"BTN","BUTN LIMITED","Financial Services","06/07/2021",13360358
"BTR","BRIGHTSTAR RESOURCES LIMITED","Materials","05/12/2003",34873865
"BUB","BUBS AUSTRALIA LIMITED","Food, Beverage & Tobacco","05/10/1993",99489264
"BUR","BURLEY MINERALS LTD","Materials","07/07/2021",16207481
"BUS","BUBALUS RESOURCES LIMITED","Materials","13/10/2022",5818280
"BUX","BUXTON RESOURCES LIMITED","Materials","23/10/2007",33783144
"BUY","BOUNTY OIL & GAS NL","Energy","05/02/2002",12334509
"BVR","BELLAVISTA RESOURCES LTD","Materials","25/05/2022",7015788
"BVS","BRAVURA SOLUTIONS LIMITED.","Software & Services","16/11/2016",345232582
"BWF","BLACKWALL LIMITED","Financial Services","21/10/2011",87708559
"BWP","BWP TRUST","Equity Real Estate Investment Trusts (REITs)","16/09/1998",2286886339
"BWX","BWX LIMITED","Household & Personal Products","11/11/2015","SUSPENDED"
"BXB","BRAMBLES LIMITED","Commercial & Professional Services","27/11/2006",18201131291
"BXN","BIOXYNE LIMITED","Household & Personal Products","14/12/2000",20918099
"BYE","BYRON ENERGY LIMITED","Energy","03/06/2005",124360437
"BYH","BRYAH RESOURCES LIMITED","Materials","17/10/2017",5203287
"C1X","COSMOS EXPLORATION LIMITED","Materials","01/12/2021",5287700
"C29","C29 METALS LIMITED","Materials","03/11/2021",5126856
"C79","CHRYSOS CORPORATION LIMITED","Commercial & Professional Services","06/05/2022",877009960
"C7A","CLARA RESOURCES AUSTRALIA LTD","Materials","21/10/2010",4915015
"CAA","CAPRAL LIMITED","Materials","20/11/1986",155971786
"CAE","CANNINDAH RESOURCES LIMITED","Materials","20/05/2005",53183356
"CAF","CENTREPOINT ALLIANCE LIMITED","Financial Services","25/06/2002",57385748
"CAG","CAPE RANGE LTD","Software & Services","30/11/2017",12338079
"CAI","CALIDUS RESOURCES LIMITED","Materials","13/03/1987",112893846
"CAJ","CAPITOL HEALTH LIMITED","Health Care Equipment & Services","09/06/2006",229149022
"CAM","CLIME CAPITAL LIMITED","Not Applic","03/02/2004",117351073
"CAN","CANN GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","04/05/2017",45491786
"CAQ","CAQ HOLDINGS LIMITED","Real Estate Management & Development","25/07/2005",7177863
"CAR","CAR GROUP LIMITED","Media & Entertainment","10/09/2009",10756357148
"CAT","CATAPULT GROUP INTERNATIONAL LTD","Software & Services","19/12/2014",341102028
"CAV","CARNAVALE RESOURCES LIMITED","Materials","15/03/2007",17117759
"CAY","CANYON RESOURCES LIMITED","Materials","15/06/2010",71103655
"CAZ","CAZALY RESOURCES LIMITED","Materials","31/10/2003",12729817
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","Banks","12/09/1991",178058321346
"CBE","COBRE LIMITED","Materials","31/01/2020",13197906
"CBH","COOLABAH METALS LIMITED","Materials","28/07/2022",4149900
"CBL","CONTROL BIONICS LIMITED","Health Care Equipment & Services","07/12/2020",4481118
"CBO","COBRAM ESTATE OLIVES LIMITED","Food, Beverage & Tobacco","11/08/2021",611186588
"CBY","CANTERBURY RESOURCES LIMITED","Materials","07/03/2019",5058324
"CC9","CHARIOT CORPORATION LTD","Materials","27/10/2023",100433912
"CCA","CHANGE FINANCIAL LIMITED","Financial Services","30/06/2016",34521376
"CCE","CARNEGIE CLEAN ENERGY LIMITED","Utilities","26/10/1993",15642674
"CCG","COMMS GROUP LTD","Telecommunication Services","21/12/2017",24174604
"CCM","CADOUX LIMITED","Materials","20/01/1994",26389266
"CCO","THE CALMER CO INTERNATIONAL LIMITED","Household & Personal Products","20/12/2018",5996633
"CCP","CREDIT CORP GROUP LIMITED","Financial Services","04/09/2000",907331190
"CCR","CREDIT CLEAR LIMITED","Software & Services","27/10/2020",76988574
"CCV","CASH CONVERTERS INTERNATIONAL","Financial Services","07/02/1997",127077866
"CCX","CITY CHIC COLLECTIVE LIMITED","Consumer Discretionary Distribution & Retail","28/05/1998",95744233
"CCZ","CASTILLO COPPER LIMITED","Materials","14/12/2010",7797032
"CD1","CD PRIVATE EQUITY FUND I","Not Applic","14/08/2012",26865117
"CD2","CD PRIVATE EQUITY FUND II","Not Applic","09/04/2013",58251785
"CD3","CD PRIVATE EQUITY FUND III","Not Applic","27/07/2016",105161493
"CDA","CODAN LIMITED","Technology Hardware & Equipment","27/11/2003",1548439605
"CDD","CARDNO LIMITED","Commercial & Professional Services","20/05/2004",12499412
"CDM","CADENCE CAPITAL LIMITED","Not Applic","05/12/2006",206774416
"CDO","CADENCE OPPORTUNITIES FUND LIMITED.","Not Applic","19/11/2021",26372909
"CDP","CARINDALE PROPERTY TRUST","Equity Real Estate Investment Trusts (REITs)","28/11/1996",310173644
"CDR","CODRUS MINERALS LIMITED","Materials","23/06/2021",4998188
"CDT","CASTLE MINERALS LIMITED","Materials","02/05/2006",12244930
"CDX","CARDIEX LIMITED","Health Care Equipment & Services","09/11/2005","SUSPENDED"
"CE1","CALIMA ENERGY LIMITED","Energy","28/07/2006",49431941
"CEL","CHALLENGER GOLD LIMITED","Materials","07/11/2007",90688699
"CEN","CONTACT ENERGY LIMITED","Utilities","24/09/2015",5811621241
"CF1","COMPLII FINTECH SOLUTIONS LTD","Software & Services","18/12/2001",15333854
"CFO","CFOAM LIMITED","Capital Goods","26/10/2016","SUSPENDED"
"CG1","CARBONXT GROUP LIMITED","Materials","23/01/2018",18169726
"CGB","CANN GLOBAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/01/2008","SUSPENDED"
"CGC","COSTA GROUP HOLDINGS LIMITED","Food, Beverage & Tobacco","24/07/2015",1449894554
"CGF","CHALLENGER LIMITED","Financial Services","23/12/2003",4172854649
"CGO","CPT GLOBAL LIMITED","Software & Services","08/09/2000",5237171
"CGR","CGN RESOURCES LIMITED","Materials","18/10/2023",15424247
"CGS","COGSTATE LTD","Health Care Equipment & Services","13/02/2004",241977487
"CHC","CHARTER HALL GROUP","Equity Real Estate Investment Trusts (REITs)","10/06/2005",5051610085
"CHK","COHIBA MINERALS LIMITED","Materials","01/02/2012",4426488
"CHL","CAMPLIFY HOLDINGS LIMITED","Transportation","28/06/2021",153725750
"CHM","CHIMERIC THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/01/2021",21329814
"CHN","CHALICE MINING LIMITED","Materials","24/03/2006",659292800
"CHR","CHARGER METALS NL","Materials","09/07/2021",15997161
"CHW","CHILWA MINERALS LTD","Materials","05/07/2023",11424000
"CI1","CREDIT INTELLIGENCE LTD","Commercial & Professional Services","10/07/2008",22011303
"CIA","CHAMPION IRON LIMITED","Materials","08/06/2007",3975009998
"CIN","CARLTON INVESTMENTS LIMITED","Not Applic","30/06/1970",744203114
"CIO",,"Technology Hardware & Equipment","16/08/1984",
"CIP","CENTURIA INDUSTRIAL REIT","Equity Real Estate Investment Trusts (REITs)","13/12/2012",1987332888
"CIW","CLIME INVESTMENT MANAGEMENT LTD","Financial Services","15/12/2000",23139285
"CKA","COKAL LIMITED","Materials","17/04/2000",129473878
"CKF","COLLINS FOODS LIMITED","Consumer Services","04/08/2011",1339389067
"CL8","CARLY HOLDINGS LIMITED","Transportation","09/09/1996",4562297
"CLA","CELSIUS RESOURCES LIMITED.","Materials","24/03/1988",28075646
"CLB","CANDY CLUB HOLDINGS LIMITED","Consumer Staples Distribution & Retail","19/02/2019","SUSPENDED"
"CLE","CYCLONE METALS LIMITED","Materials","07/06/2001",10471172
"CLG","CLOSE THE LOOP LTD.","Commercial & Professional Services","02/12/2021",180301314
"CLU","CLUEY LTD","Consumer Services","09/12/2020",17137153
"CLV","CLOVER CORPORATION LIMITED","Materials","30/11/1999",146959420
"CLW","CHARTER HALL LONG WALE REIT","Equity Real Estate Investment Trusts (REITs)","08/11/2016",2595410123
"CLX","CTI LOGISTICS LIMITED","Transportation","02/12/1987",119626752
"CLZ","CLASSIC MINERALS LTD","Materials","24/05/2013",12357082
"CMD","CASSIUS MINING LIMITED","Materials","10/08/2006",18378944
"CMG","CRITICAL MINERALS GROUP LIMITED","Materials","27/09/2022",8375200
"CMM","CAPRICORN METALS LTD","Materials","07/07/2008",1635378111
"CMO","COSMO METALS LIMITED","Materials","31/01/2022",3581800
"CMP","COMPUMEDICS LIMITED","Health Care Equipment & Services","21/12/2000",44290737
"CMW","CROMWELL PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","22/02/1973",1152301348
"CMX","CHEMX MATERIALS LIMITED","Materials","18/01/2022",6387993
"CNB","CARNABY RESOURCES LIMITED","Materials","30/08/2016",118877826
"CNI","CENTURIA CAPITAL GROUP","Equity Real Estate Investment Trusts (REITs)","26/03/2002",1328370003
"CNJ","CONICO LTD","Materials","18/06/2007",7850475
"CNQ","CLEAN TEQ WATER LIMITED","Commercial & Professional Services","02/07/2021",19516384
"CNU","CHORUS LIMITED","Telecommunication Services","21/11/2011",3102294152
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","Software & Services","10/02/2004","SUSPENDED"
"COB","COBALT BLUE HOLDINGS LIMITED","Materials","02/02/2017",99476254
"COD","CODA MINERALS LTD","Materials","28/10/2020",19931992
"COE","COOPER ENERGY LIMITED","Energy","13/03/2002",289468439
"COF","CENTURIA OFFICE REIT","Equity Real Estate Investment Trusts (REITs)","10/12/2014",788484749
"COG","COG FINANCIAL SERVICES LIMITED","Financial Services","28/01/2003",261569275
"COH","COCHLEAR LIMITED","Health Care Equipment & Services","04/12/1995",18460823222
"COI","COMET RIDGE LIMITED","Energy","16/04/2004",187793001
"COL","COLES GROUP LIMITED.","Consumer Staples Distribution & Retail","21/11/2018",20892291846
"COS","COSOL LIMITED","Software & Services","24/01/2020",149555671
"COV","CLEO DIAGNOSTICS LTD","Pharmaceuticals, Biotechnology & Life Sciences","22/08/2023",21845000
"COY","COPPERMOLY LIMITED","Materials","31/01/2008",8353625
"CPM","COOPER METALS LIMITED","Materials","19/11/2021",21307893
"CPN","CASPIN RESOURCES LIMITED","Materials","25/11/2020",12254536
"CPO","CULPEO MINERALS LIMITED","Materials","10/09/2021",3380308
"CPU","COMPUTERSHARE LIMITED.","Commercial & Professional Services","27/05/1994",14172153950
"CPV","CLEARVUE TECHNOLOGIES LIMITED","Capital Goods","25/05/2018",128252184
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","Equity Real Estate Investment Trusts (REITs)","22/05/2003",1033905480
"CQR","CHARTER HALL RETAIL REIT","Equity Real Estate Investment Trusts (REITs)","15/11/1995",1999429855
"CR1","CONSTELLATION RESOURCES LIMITED","Materials","30/07/2018",5739124
"CR9","CORELLA RESOURCES LTD","Materials","15/01/2008",11162181
"CRB","CARBINE RESOURCES LIMITED","Materials","16/03/2007",2758689
"CRD","CONRAD ASIA ENERGY LTD.","Energy","27/10/2022",205388980
"CRL","COMET RESOURCES LIMITED","Materials","02/03/1994","SUSPENDED"
"CRM","CARBON MINERALS LIMITED","Energy","31/12/1980","SUSPENDED"
"CRN","CORONADO GLOBAL RESOURCES INC.","Materials","23/10/2018",2984087639
"CRR","CRITICAL RESOURCES LIMITED","Materials","03/12/2010",39112706
"CRS","CAPRICE RESOURCES LTD","Materials","05/12/2018",2819645
"CSE","COPPER STRIKE LIMITED","Materials","24/11/2004","SUSPENDED"
"CSF","CATALANO SEAFOOD LTD","Food, Beverage & Tobacco","11/03/2022","SUSPENDED"
"CSL","CSL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","08/06/1994",128739522058
"CSR","CSR LIMITED","Materials","31/03/1962",2816563163
"CSS","CLEAN SEAS SEAFOOD LIMITED","Food, Beverage & Tobacco","12/12/2005",51378287
"CST","CASTILE RESOURCES LTD","Materials","14/02/2020",17900780
"CSX","CLEANSPACE HOLDINGS LIMITED","Health Care Equipment & Services","23/10/2020",23195611
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","Technology Hardware & Equipment","08/10/1987",2942401
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","Consumer Services","15/12/2010",2654349032
"CTE","CRYOSITE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/05/2002",27333355
"CTM","CENTAURUS METALS LIMITED","Materials","12/01/1989",237531664
"CTN","CATALINA RESOURCES LTD","Materials","18/02/2010",4334704
"CTO","CITIGOLD CORPORATION LIMITED","Materials","23/12/1993",14368295
"CTP","CENTRAL PETROLEUM LIMITED","Energy","07/03/2006",34045677
"CTQ","CARETEQ LIMITED","Health Care Equipment & Services","10/01/2022",7066419
"CTT","CETTIRE LIMITED","Consumer Discretionary Distribution & Retail","18/12/2020",1155151807
"CU6","CLARITY PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","25/08/2021",388114888
"CUE","CUE ENERGY RESOURCES LIMITED","Energy","11/12/1995",43981542
"CUF","CUFE LTD","Materials","13/10/2005",16045573
"CUL","CULLEN RESOURCES LIMITED","Materials","23/11/1988",5131559
"CUP","COUNT LIMITED","Commercial & Professional Services","22/12/2010",79743155
"CUS","COPPER SEARCH LIMITED","Materials","15/09/2021",9010025
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/02/2001",906802314
"CVB","CURVEBEAM AI LIMITED","Health Care Equipment & Services","23/08/2023",102444317
"CVC","CVC LIMITED","Financial Services","27/06/1985",255844766
"CVL","CIVMEC LIMITED","Capital Goods","22/06/2018",507606000
"CVN","CARNARVON ENERGY LIMITED","Energy","16/08/1984",287633245
"CVR","CAVALIER RESOURCES LIMITED","Materials","17/06/2022",6073433
"CVV","CARAVEL MINERALS LIMITED","Materials","03/11/2006",102234561
"CVW","CLEARVIEW WEALTH LIMITED","Insurance","11/12/2003",376792029
"CWP","CEDAR WOODS PROPERTIES LIMITED","Real Estate Management & Development","31/08/1994",397256775
"CWX","CARAWINE RESOURCES LIMITED","Materials","14/12/2017",28335054
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","Commercial & Professional Services","03/05/2005",5682507932
"CXL","CALIX LIMITED","Materials","20/07/2018",661976140
"CXM","CENTREX LIMITED","Materials","19/07/2006",57123869
"CXO","CORE LITHIUM LTD","Materials","11/02/2011",544918564
"CXU","CAULDRON ENERGY LIMITED","Energy","28/01/2005",15850288
"CXX","CRADLE RESOURCES LIMITED","Materials","16/09/2011","SUSPENDED"
"CXZ","CONNEXION MOBILITY LTD","Software & Services","01/01/1974",19796488
"CY5","CYGNUS METALS LIMITED","Materials","15/01/2018",39360484
"CYC","CYCLOPHARM LIMITED","Health Care Equipment & Services","18/01/2007",188192652
"CYG","COVENTRY GROUP LIMITED","Capital Goods","27/01/1966",118701432
"CYL","CATALYST METALS LIMITED","Materials","26/07/2006",220157544
"CYM","CYPRIUM METALS LIMITED","Materials","26/04/1985",39642520
"CYP","CYNATA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/12/2007",22453973
"CYQ","CYCLIQ GROUP LTD","Consumer Durables & Apparel","21/11/2007",1072550
"CZN","CORAZON MINING LIMITED","Materials","30/06/2005",10465164
"CZR","CZR RESOURCES LTD","Materials","29/08/2006",49504276
"D2O","DUXTON WATER LIMITED","Utilities","16/09/2016",247407336
"DAF","DISCOVERY ALASKA LIMITED","Materials","22/09/2011",3981990
"DAL","DALAROO METALS LTD","Materials","28/09/2021",1795200
"DBF","DUXTON FARMS LTD","Food, Beverage & Tobacco","08/02/2018",57882593
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","Transportation","08/12/2020",1338556501
"DBO","DIABLO RESOURCES LIMITED","Materials","12/10/2021",4019786
"DCC","DIGITALX LIMITED","Software & Services","06/02/1989",42494585
"DCG","DECMIL GROUP LIMITED","Capital Goods","22/04/2005",24115854
"DCL","DOMACOM LIMITED","Financial Services","07/11/2016",6968028
"DCX","DISCOVEX RESOURCES LIMITED","Materials","13/12/2007",4953852
"DDB","DYNAMIC GROUP HOLDINGS LIMITED","Capital Goods","06/08/2020",29030003
"DDR","DICKER DATA LIMITED","Technology Hardware & Equipment","24/01/2011",2190517206
"DDT","DATADOT TECHNOLOGY LIMITED","Automobiles & Components","12/01/2005",4843811
"DEG","DE GREY MINING LIMITED","Materials","03/07/2002",2471368171
"DEL","DELOREAN CORPORATION LIMITED","Utilities","12/04/2021",6040186
"DEM","DE.MEM LIMITED","Utilities","07/04/2017",25757169
"DES","DESOTO RESOURCES LIMITED","Materials","16/12/2022",8450250
"DEV","DEVEX RESOURCES LIMITED","Energy","03/10/2000",110297668
"DGH","DESANE GROUP HOLDINGS LIMITED","Real Estate Management & Development","04/09/1987",37841741
"DGL","DGL GROUP LIMITED","Materials","24/05/2021",233828298
"DGR","DGR GLOBAL LIMITED","Materials","21/08/2003",20873870
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","Media & Entertainment","16/11/2017",2122368034
"DJW","DJERRIWARRH INVESTMENTS LIMITED","Not Applic","28/06/1995",752715141
"DKM","DUKETON MINING LIMITED","Materials","04/08/2014",21390209
"DLI","DELTA LITHIUM LIMITED","Materials","03/11/2017",293640952
"DLM","DOMINION MINERALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/03/2004","SUSPENDED"
"DM1","DESERT METALS LIMITED","Materials","18/12/2020",3677013
"DMC","DESIGN MILK CO LIMITED","Media & Entertainment","24/03/1997","SUSPENDED"
"DME","DOME GOLD MINES LIMITED","Materials","22/10/2013",47931574
"DMG","DRAGON MOUNTAIN GOLD LIMITED","Materials","31/07/2007",5130732
"DMM","DMC MINING LIMITED.","Materials","22/12/2021",2827350
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","Consumer Services","16/05/2005",4857930701
"DNA","DONACO INTERNATIONAL LIMITED","Consumer Services","23/12/2004",46944797
"DNK","DANAKALI LIMITED","Materials","17/10/2003","SUSPENDED"
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","Health Care Equipment & Services","04/12/2020",16870125
"DOR","DORIEMUS PLC","Energy","29/09/2017","SUSPENDED"
"DOU","DOUUGH LIMITED","Telecommunication Services","15/06/2004",5338545
"DOW","DOWNER EDI LIMITED","Commercial & Professional Services","20/12/1990",2800462241
"DRA","DRA GLOBAL LIMITED","Capital Goods","09/07/2021",87433549
"DRE","DREADNOUGHT RESOURCES LTD","Materials","31/10/2006",107165304
"DRO","DRONESHIELD LIMITED","Capital Goods","22/06/2016",201763192
"DRR","DETERRA ROYALTIES LIMITED","Materials","23/10/2020",2643247635
"DRX","DIATREME RESOURCES LIMITED","Materials","22/06/2005",89514219
"DSE","DROPSUITE LIMITED","Software & Services","12/12/1985",160101181
"DSK","DUSK GROUP LIMITED","Consumer Discretionary Distribution & Retail","02/11/2020",58843132
"DTC","DAMSTRA HOLDINGS LIMITED","Software & Services","16/10/2019",51576419
"DTI","DTI GROUP LTD","Technology Hardware & Equipment","09/12/2014",8073925
"DTL","DATA#3 LIMITED","Software & Services","23/12/1997",1250008837
"DTM","DART MINING NL","Materials","10/05/2007",3641274
"DTR","DATELINE RESOURCES LIMITED","Materials","23/06/2011",14442401
"DTZ","DOTZ NANO LIMITED","Technology Hardware & Equipment","13/12/2007",71943883
"DUB","DUBBER CORPORATION LIMITED","Software & Services","30/06/2000",56163604
"DUG","DUG TECHNOLOGY LTD","Software & Services","12/08/2020",209078393
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","Not Applic","19/12/1991",1050973311
"DUN","DUNDAS MINERALS LIMITED","Materials","10/11/2021",4111024
"DUR","DURATEC LIMITED","Capital Goods","04/11/2020",347143978
"DVL","DORSAVI LTD","Pharmaceuticals, Biotechnology & Life Sciences","11/12/2013",6563278
"DVP","DEVELOP GLOBAL LIMITED","Materials","27/04/2007",693658649
"DVR","DIVERGER LIMITED","Financial Services","02/08/2005",48976334
"DXB","DIMERIX LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","04/02/1993",59651185
"DXC","DEXUS CONVENIENCE RETAIL REIT","Equity Real Estate Investment Trusts (REITs)","27/07/2017",355411933
"DXI","DEXUS INDUSTRIA REIT.","Equity Real Estate Investment Trusts (REITs)","03/12/2013",882010355
"DXN","DXN LIMITED","Software & Services","11/04/2018",4306680
"DXS","DEXUS","Equity Real Estate Investment Trusts (REITs)","06/10/2004",7765581076
"DY6","DY6 METALS LTD","Class Pend","29/06/2023",6142500
"DYL","DEEP YELLOW LIMITED","Energy","19/12/1985",796339915
"DYM","DYNAMIC METALS LIMITED","Materials","16/01/2023",7102825
"E25","ELEMENT 25 LIMITED","Materials","09/11/2006",103326909
"E33","EAST 33 LIMITED..","Food, Beverage & Tobacco","29/07/2021",10204685
"E79","E79 GOLD MINES LIMITED","Materials","07/10/2021",6018722
"EAX","ENERGY ACTION LIMITED","Commercial & Professional Services","13/10/2011",6173288
"EBG","EUMUNDI GROUP LIMITED","Consumer Services","07/12/1989",53611480
"EBO","EBOS GROUP LIMITED","Health Care Equipment & Services","06/12/2013",6592586036
"EBR","EBR SYSTEMS INC.","Health Care Equipment & Services","24/11/2021",167299063
"ECF","ELANOR COMMERCIAL PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","06/12/2019",237417265
"ECG","ECARGO HOLDINGS LIMITED","Commercial & Professional Services","28/11/2014",33223500
"ECL","EXCELSIOR CAPITAL LTD","Capital Goods","22/04/1993",83504071
"ECP","ECP EMERGING GROWTH LIMITED","Not Applic","14/08/2014",20172997
"ECS","ECS BOTANICS HOLDINGS LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/03/1986",26561536
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","Commercial & Professional Services","05/02/1986",14321552
"EDC","EILDON CAPITAL GROUP","Financial Services","28/02/2017",43536234
"EDE","EDEN INNOVATIONS LTD","Energy","06/06/2006",9167534
"EDU","EDU HOLDINGS LIMITED","Consumer Services","25/06/2004",23130022
"EDV","ENDEAVOUR GROUP LIMITED","Consumer Staples Distribution & Retail","24/06/2021",9205637287
"EEG","EMPIRE ENERGY GROUP LIMITED","Energy","30/08/1984",154624230
"EEL","ENRG ELEMENTS LTD","Materials","01/07/2011",7069755
"EFE","EASTERN RESOURCES LIMITED","Materials","16/05/2008",11177518
"EG1","EVERGREEN LITHIUM LIMITED","Materials","11/04/2023",34404877
"EGG","ENERO GROUP LIMITED","Media & Entertainment","30/04/2004",138624904
"EGH","EUREKA GROUP HOLDINGS LIMITED","Real Estate Management & Development","01/07/2004",126733993
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","Capital Goods","12/02/1981",84023297
"EGN","ENGENCO LIMITED","Capital Goods","14/12/2006",94738024
"EGR","ECOGRAF LIMITED","Materials","29/10/2010",68104773
"EGY","ENERGY TECHNOLOGIES LIMITED","Capital Goods","22/10/1992",13168733
"EHE","ESTIA HEALTH LIMITED","Health Care Equipment & Services","05/12/2014","SUSPENDED"
"EHL","EMECO HOLDINGS LIMITED","Capital Goods","28/07/2006",306211543
"EIQ","ECHOIQ LIMITED","Software & Services","17/12/2010",76671428
"EL8","ELEVATE URANIUM LTD","Energy","23/10/1985",146588084
"ELD","ELDERS LIMITED","Food, Beverage & Tobacco","30/06/1981",1156361882
"ELE","ELMORE LTD","Materials","25/02/1998","SUSPENDED"
"ELS","ELSIGHT LIMITED","Technology Hardware & Equipment","08/06/2017",56371718
"ELT","ELEMENTOS LIMITED","Materials","23/12/2009",17526608
"EM2","EAGLE MOUNTAIN MINING LIMITED","Materials","16/03/2018",20737747
"EMB","EMBELTON LIMITED","Capital Goods","01/01/1974",22118034
"EMC","EVEREST METALS CORPORATION LTD","Energy","18/10/2006",15511895
"EMD","EMYRIA LIMITED","Health Care Equipment & Services","12/02/2020",24930799
"EME","ENERGY METALS LTD","Energy","09/09/2005",31452497
"EMH","EUROPEAN METALS HOLDINGS LIMITED","Materials","19/07/2012",107808847
"EML","EML PAYMENTS LIMITED","Financial Services","18/01/2006",318411927
"EMN","EURO MANGANESE INC","Materials","02/10/2018",42280269
"EMP","EMPEROR ENERGY LIMITED","Energy","05/06/1987",3010387
"EMR","EMERALD RESOURCES NL","Materials","22/07/1994",1688506768
"EMS","EASTERN METALS LIMITED","Materials","25/10/2021",2472787
"EMT","EMETALS LIMITED","Not Applic","26/10/2010",5950000
"EMU","EMU NL","Materials","27/02/2008",3335043
"EMUCA","EMU NL","Materials","27/02/2008",3335043
"EMV","EMVISION MEDICAL DEVICES LTD","Health Care Equipment & Services","13/12/2018",119664167
"ENN","ELANOR INVESTORS GROUP","Consumer Services","11/07/2014",194635160
"ENR","ENCOUNTER RESOURCES LIMITED","Materials","24/03/2006",116652726
"ENT","ENTERPRISE METALS LIMITED","Materials","20/06/2007",2398413
"ENV","ENOVA MINING LIMITED","Materials","13/04/2007","SUSPENDED"
"ENX","ENEGEX LIMITED","Materials","08/10/2013",9591816
"EOF","ECOFIBRE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/03/2019",41602796
"EOL","ENERGY ONE LIMITED","Software & Services","15/01/2007",123769414
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","Capital Goods","23/10/2000",160961846
"EP1","E&P FINANCIAL GROUP LIMITED","Financial Services","14/05/2018",116463244
"EPM","ECLIPSE METALS LIMITED.","Energy","17/02/2011",16500434
"EPN","EPSILON HEALTHCARE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","04/05/2017",8109558
"EPX","EP&T GLOBAL LIMITED","Software & Services","12/05/2021",10701929
"EPY","EARLYPAY LTD","Financial Services","23/02/2010",66683599
"EQE","EQUUS MINING LIMITED","Materials","12/12/1995","SUSPENDED"
"EQN","EQUINOX RESOURCES LIMITED.","Materials","13/10/2021",26262501
"EQR","EQ RESOURCES LIMITED","Materials","06/06/2006",85039528
"EQS","EQUITY STORY GROUP LTD","Financial Services","03/05/2022",4250745
"EQT","EQT HOLDINGS LIMITED","Financial Services","06/08/1985",693096567
"EQX","EQUATORIAL RESOURCES LIMITED","Materials","14/05/1987",17745123
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","Energy","19/11/1980",753042172
"ERD","EROAD LIMITED","Technology Hardware & Equipment","18/09/2020",157097868
"ERG","ENECO REFRESH LTD","Food, Beverage & Tobacco","29/03/2006",3540659
